vision is costly	people enjoyed years lost older
a new suspension	car terrible upgrade mechanic car
snow day	excited school morning closed play
my finger .	cousin chance finger slammed pain
a new dog	passed dog shelter looked brought
the choice	monday game work sick job
joe 's first podcast .	podcast restaurants night worried enjoyed
bad mother	visit criticizes walks housekeeping cooking
appendix	friend side shake decided pain
blanket fort	house children play kids occupied
train museum	son decided lot week hope
school food	cafeteria buy decided strange chicken
a horse of his own	clint dad horse wanted field
john 's jeans	jeans john pairs bought pants
tami 's puppy	puppy tami pleased gift care
hiking uphill	ted stopped ahead sip mountain
sun tan lotion	sister beach back made ended
salt	learned family kinds seasonings played
visit to the town fair	car hopped tickets children time
constipation	ana bought capsules recommended day
lenny 's dilemma	lenny pregnant told simultaneously crushed
haunted	ghost night nerve found branch
panic at the driveway	work needed remembered smash unlocked
hanger	garage needed shape twisted hanger
disturbance	dinner sudden good mad asked
wells do work	quarter tranquility woke talking back
rollers in her hair	grandmas scarf rolled rollers outcome
the escape	school car ran home told
a work of art	nice painting david friend convinced
bathroom break	pencils desk decided bathroom finally
rollerblading	boys give perfectly cul front
new dog	dad shown played end adopted
thanksgiving	family aunt lot wine year
darts	mike challenged beat win playing
jose 's heart	crops travelled fields smile tea
basketball	watch day purchased addition jersey
blake 's guitar	play day crowds grew blake
christmas surprise	grandmother set move driver fell
water for labor pains .	labor time hospital bad climbed
frozen pizza	day eating hour order stomachs
a new way to earn an income	job ways lots began work
impatience	exam panicked studied chapter alright
school pape !	eat friends order burger fries
new computer problems	store idea carla work taught
i went shopping for glasses .	needed color purchased store sunny
cook out	week family hamburgers campfire julie
the broken gingerbread house .	julian treat recess crushed upset
learning to ride a bike	learn times harry balance bike
maxine tries ballet	fun classes challenging improve happy
gun jam	day targets prepared jammed fix
band practice accident	sarah played hand face sarah
her side	gina phone thought wrong gave
foster mom	september successfully rewarding benni home
business	business consultant making make put
jill gets a parrot	parrot night weeks lack care
libby is fat	libby weight monday workout notices
smelly socks .	tim washed smell socks bad
hat	dad fedora laughed wore fedora
innovated candy	tired rolled zigzags sold shape
complaints	alex moved lot escapades reminding
work today	today coupons expired rudeness nice
bear attack	jake leading sudden escape left
vacation	tom vacation narrowed traveling sea
the bully	day bigger kids smallest ones
the winner	tim played times cry winner
going to the dog shelter	shelter looked told attention home
drunken sailors	shore guy drinks realized men
spaghetti sauce	boyfriend work proud plate good
sadie hawkins	jake worked walked asked proud
ice cream waffles	recipe day added delicious blog
catching the bus	chad bus catch schedule headed
companion	ryan lonely feel pet bought
cute	mcgruff sick quickly house days
pledge	america allegiance kids learn kids
sam	day worked work switched girlfriend
bug problem	dale home floor called living
long distance	jamie work time found jerry
pizza	decided order veggies half cheese
broken drawer	falling back wood vice fixed
dieter	pounds drew day lost weeks
torrential	torrents made halfway contained roared
the cat	wanted yesterday mom friend cat
remembering high school	feeling drove years hour left
the hunt	hunting hunted rifle deer hunt
smelly shoes	house day shoes threw .
active kids	backyard wanted stuff proud kids
the christmas picture .	tabitha mom kids miserable forever
gerald and the book	reading write notebooks weeks online
fairy garden	sue girl sadly daughter fairies
the lost toy	crying toy looked mother .
brush your teeth	dentist cavities brushes forgets brush
ca n't give up	diana frustrated understanding ground day
a mouse !	cleaning realized house store catch
the mistake	money food stopped run record
mark tricks his dad	dad trick hide decided tree
internet	computer broke job paycheck internet
the dark	child afraid slept lights night
missed connection	luke talk upset find find
in protest	country week protest supporters rally
basketball	day practices tournament games feels
classical music	learn expensive cheap purchased love
almost in an accident .	highway front avoid swerved car
a sister 's help	failing christa decided day homework
danny 's first speeding ticket	car immediately radio fast ticket
nate eats soup	nate soup cool tongue eat
the bracelets	dressed wear put wore uncomfortable
just a sunday	early tie congregation sermon finished
snowman	snowman broom scarf carrot hat
playing house	kid family play dress vibrant
the ferris wheel	excited fair mom dad top
proving people wrong	ricardo book facebook performance sold
ballet recital	child recital class time made
track	school team practiced weekends time
late to the party	party lucy late home fool
mysterious fax	office fox showed boss boyfriend
steak	harry wife special make grabbed
no friends left	rude friends worse stop friends
weightlifting	stronger win confident weight stan
locker lies	gina phone teacher told locker
rufus gets a goldfish	lonely home find decides buys
silk	basketball silk realized shots years
katrina	friends cleaning house trash grateful
hockey	wanted skating lot sister spent
baby party .	lame level nephew forced tim
spaghetti	family cupboards jar paste dishes
biggest bow	ursula year biggest gathered ribbon
ghost video	party sound voice spirit haunting
i 'm a bad goalie	game goals started eventually i
stolen bike	sucks front house back moved
boots	ordered wear excited arrived small
frozen pizza	good cook searching home ate
the hurdle mistake .	hurdle decided ran jumped leg
camping	logan pitched campfire morning wait
caleb buys sandals	bad sandals finally caleb smell
personal	exam satisfied score looked irritated
the mailman	greeted wanda day kissed time
wild concert	steph struggled face shoulders band
missing father	missing back mom looked believed
life change	unhappy room cut ended year
card	speak mailed excited thinking tom
sing me a song	mouth wailed stars hands singing
colored jackets	coat color famous reservations hostess
the girl who loved to sew	day circle pair making puppet
the fork in the road	meaghann owning number danced jig
waiting for too long	restaurant waiter table remained asked
no luck	store asked announcement numbers outcome
bill and the boss	office active making work president
student vandalism	school act trash park vandalized
sushi for the first time	peter starving cuisine found decided
acne	lot creams decided acne finally
early morning gym	job people knew morning teacher
mcdonalds	hurricane business kim heat beat
the baseball game	scott baseball stands game day
planner	overwhelmed plan decided invaluable ava
top floor	day elevators week night crash
jamie 's new pet	pet days surprise drove animals
domestic life can interfere	kevin office frown face wanted
old photographs	house attic brought noticed delight
alcohol and consequences	bob judgement made fast struggled
first day of school	today school nervous lot fun
the college	college closer friends make treasures
no covers	cooled night gina basement room
heels on wheels	needed day wore mindy ankle
misspelling	wedding daughter father noticed canon
trick or treating	samantha perfect door candy tired
theme park	family day agree make enjoyed
tall coat	wore waterlogged began coat home
an unblemished career	man tee hole astonished friends
food fight	threw ducked laughing room grounded
jeremy	race ben ahead jeremy place
the barn	house parents kids sneak rafters
zoltars	early set awoke site back
caught	night chad tree shocked found
the garden .	removed topsoil work dirt eat
fixing fences	spoken years party invited decided
bribe	terry mom favor mind kitchen
new puppy	today rug working move potty
meeting a babysitter .	son contacted meet met decided
peanut allergy	sarah day mistake nurse ran
no one showed up	tina friends showed one tina
4 leaf clover	kids find searching finally showed
the computer	matt broken fixed lot charged
bracket time	family team attack mascots tournament
love is in the air	jordan deeply long marry beginning
new hair	tika tired hair specialized happy
wrong kind of peppers	boyfriend face spicy recipe realized
strength	girl overweight people strength gym
listen to your wife !	wade trash morning garage sitting
new album	album bought immediately disappointed hated
joey gets booed	band front nervous suppose performance
exam	wanted week call extremely happy
new car	car buy decide fight sell
high school	paraeducator class disconsolate unsure appalled
roasting marshmallows	lewis marshmallows hung sticky heaven
jaron 's favorite movie	jaron loved nights movie night
reports	school mailbox late opened parents
dinner	wanted eat bacon hour chips
teacher	warriors young years death forced
the pencil	pencil hit nurse joe eyepatch
the spelling bee	josh spell school compete turn
basketball blues	jeff players upset day offered
jury duty	mail opened thought hate case
making a new friend	moved decided sparked eventually girlfriend
a news story comment .	comment wanted sign wrote posted
dan 's spicy curry	wanted india year home bite
birthday cake	linda mermaid family birthdays nervous
dive dive dive !	sailor eat window fire back
george finds bananas	monkey journeyed mile save home
the thirst quenching	tired determined fast maintained drunk
birthday card	brother birthday card tacky find
biter	watching arm left bruise knew
waitress	cindy worked tips today cindy
sharper knife	camping shelter essentials brought put
clumsy driver .	rush stopped speeding arrested speak
the tv watcher	watching unable power mike find
jim waches his brother play basketball	jim traffic rushed made shot
talking scale	dropped pound gained weekend diet
exams are difficult	failing exam exam nonstop robert
lemonade	start decided lemonade hour judy
reading club	library read quickly picked proud
the hangover	friends spent activities day stayed
promotion	housekeeper learning responsibilities put job
rodeo cowboy	wanted joined clowns pra job
soup kitchen	annoyed enjoy work spent thanksgiving
tara breaks her phone	walking hard time pocket shattered
erica finds a stray kitten	erica park fed kitten vaccinated
brave hunters	friend back snake ran job
cockroach	lived house disgusting fumigate fumigation
the red socks	socks black buy packages packages
filling the holes	home pictures holes spackle patched
wearing a hat	video school style halfway day
book sale	class books noticed seller introduced
the nightmare	running mouth eat home realized
be prepared .	jim leave stuck time meeting
bad burn	host house flip bandaid time
toothbrush	barry brush needed store bought
mousetrapper	lina called advice cat quickly
flowers	myra flowers day boy destroyed
math class	martin algebra times semester school
movie	jane boy snickering swore kicked
the picnic dinner .	mike thought dinner picnic ate
promotion	state nervous hesitated move rich
wait for it	hike clearing rock listened eventually
jim sells his computer program	jim degree program spent completed
broken trees	year bottom top decided combine
baking break	recipe ingredients pan pulled flat
moving cookie	christmas move dinner stove heard
one bad event at a time	rachel lap slow decided walk
the grocery sample .	samson bored wandered crackers samson
new shoes	day due mall pick comfortable
sick	night back sudden heard thrown
fishing	fishing saturday robert borrow day
tennis	monroe year team work speed
my baby	cat petsmart left back begged
monster fart	feeling stomach fart people knew
future cat lady	pet stray apartment cats day
cat scratches james	james felt grab james james
embezzlement results in prison	bank embezzled discrepancy prison found
breakfast for mommy	surprise breakfast food brought bite
the boring party .	kaya supposed leave boring rude
the photo taker	gene food chased stop pictures
disgusted look	mother baby mouth seconds began
sam 's fish	fish lake day flopped dived
front of line	line head back fault rob
friendless	amy embarrassed fight lynn apologized
broken leg	bike ride broke susan cast
sleep	tom sleep good hours make
novella	set typed months started looked
nasal spray	allergies day purse report crime
stones	lake skipped time picked pocket
jane	agreed asked movies car jane
good samaritans	rose day bullies couple thanked
house training	gil blue days difficult home
sharon 's conundrum	make hand college prestigious decided
macaroni	wanted cabinets food decided great
the nut which got away	log watched sat fat thing
gloves	meg hands cold buy happy
the storm	day sue windy hail started
book reader	sue share students book notice
trampoline disaster	michael jumping sister flipped careful
dead end job	job advanced boss noncommittal day
the questions	amy decided girl amy friends
thong	thong comfortable day shocked agree
trip	father pocket fly looked license
no electricity	jake house game hours back
cultural surprises	europe chips told plate fries
a lucky day at starbucks	drove eat waited window told
first fight	conrad brutal fight cried yelled
no strawberries	make looked vain when grocery
give back	orphanage wealthy thankful great orphanage
the lone gunman	town empty sky whistled intimidation
pete 's nice neighbor	pete ball fence doorbell house
little league , big dreams	max make upset lot time
mnemonics	song capitals confidently shoulder judy
bully	kids sick tormented walking arm
things happen for a reason	park drive empty stopped reaching
garbage	chores garbage house upstairs downstairs
new puppy	wanted discussion decided chose sweet
test studying	start school surprise thrilled exam
the runaway found .	home week end brought home
horace 's date	horace asked date engaged stacy
identify	money cops called happened traced
that old sinking feeling	placid standing people began shore
fire	smoke coming grass cigarette spread
medal	ww2 day joe article selfie
debt	debt twenty paying budget year
the mailman	jake mailman time candy pieces
ice cream	sue decided day sick vowed
the rejections	researcher terrible stories reject revenge
brown bag it	lunch pack refrigerator thinking bag
sports car	sedan decided excited 115mph home
exam	christa preparing prepare performed performance
final fantasy 7	young played eventually stuck game
a wagon	wagon stacking heavy overloaded wagons
going home	john applied ecstatic headed happy
lunar love	moon read learned knowledge managed
the puppy in the fence	walking fence puppy stopped play
holly the hunter	holly walked night dead holly
the smell	classroom smell laughed embarrassment students
penicillin	flu penicillin broke developed i
no free money	parents dead mother michael law
tattoo	jake parents warned prankster fainted
best date ever	date bob mary dinner dinner
the chess club	sister jane school join young
new tile	wife remembered proud showed told
the small wedding	engaged long plan year wedding
bad beginning	ingredients chicken oven family disgusted
a dog on a boat ?	bring feel put scared coaxed
the toy	store son toy afford porch
belly	ted restaurant ate loved looked
dinner night	sam apartment dinner steak delicious
spider	job crate harming spider work
moving	finished apartment move found place
my first girlfriend	day noticed pretty thought girl
do n't procrastinate	homework home expected football homework
courage	boy girls night girl yes
clapping	hand father mirror father jim
scaring kids	halloween candy bushes scare shins
my face	falling back jessie notice left
chekhov 's warning	men potatoes poke explode short
valentine 's day	eddie day tour ill quickly
a new tree	wanted years pulled lights headed
compassion and care	subway money began hesitant compassionate
jay 's garage	wanted procrastinated house flooded junk
ants	sugar forgot day swarming sugar
the body	walking cops shape chester calm
money	charles home day spend decided
learning disability	sam focus medication handle learn
kiribati	neil boat harbor kind welcoming
crash	emma injured hospital team quickly
cornelia plays bass	cornelia wanted wishes chicago buys
jason 's new suit	jason style lot pay looked
dog ate homework .	finished left drink back told
karate tournament	fred tournament yesterday hard medal
sneak in	club figure inside disguised woman
getting kicked out	years kick house knew day
little seed	seed watered sprout garden watch
the big snow	morning heard storm earlier snow
the diving board	summer installed surprised line give
grandma 's lesson	visit making learn home husband
outback	australia paid checking insects tired
a stuffy office	office sunlight hours feel feeling
broken arm	night hang beer drank window
time is short	recess tami running slow pace
disneyland	isabella loves excited day day
out of tape	amy request tape weeks store
gutter mind	gutter bobbed shasta arm reach
my new cats	road middle car shots decided
fashionista	fashion study told pay school
the baseball choice .	allen choose wanted game good
jayson	jayson loves questions break devastated
asian background	america wanted traveled loved longer
collapse	patio excited weight water weight
the squirrel	squirrel heard kitchen peanuts left
bradley	bradley exposes prison exposes prison
hands	met meet hand sticky pulled
erupt	grass told parents hour needed
too much spice	chicken son adding dismay slice
the flower	flower plants put left watered
view from the top	side east binoculars fire horror
broken heart	year absolutely love don day
phone conference	attended maine contractor boston client
games	shannon bought immediately inviting friends
falling from the roof	setting footing lost roof ground
headache	tucker bed hurt back day
dogs	walking nighttime aggressively running man
anniversary gift	lisa anniversary surprise looked giving
the ice cream	jim cartons purchased home power
rope leash	dog leash make decided made
losing his car	charles renew time lost money
vacation	mel worked money summer time
the shot	tammy nocked shoot missed target
the national geographics	cellar money kids died throw
my turn ?	gina turn driver stopped continued
party animals	friend love ages trashed laughed
reading	reads tai house library zach
the opossum	day opossum friendly walk dogs
teeth	dentist good canal chris canal
dinner ruined	family started beans pick struggled
a trip to the ymca	ymca wanted track gym day
friend troubles	text result decided ending time
nervous dog mom	nervous dog vaccination injection held
job interview	frank nervous walked nerves called
the dusty puppy	michelle puppy puppies fun rolling
bingo	ellie won shout card lungs
car ride	excited father dressed wore car
lunch mistake .	father waited worry show mother
libby 's job	job days types today hates
eagle in flight	eagle shoulder sights dead trophy
bear scare	hiking taking wet turned pulled
jane 's first job .	jane car job hiring walmart
cutting hair	kim found scissors cut upset
the prowler	sound prowler phone ducked police
cell phone	ronald companies iphone fit pleased
perfect costume	cosplay researched costume arrived wanted
the lost dog	car sad charles owner shelter
on the job training	pool swim water pulled woke
i ca n't see	john husband stand stop i
lost contact	jogging suddenly realized lost check
tahiti	island lay beach perfect drank
the greatest spring break	excited california destination talked ate
double parents	newborn contact aware parents loved
makeup	anna feel buy home day
chicken pox and the mardi gras float	year orleans riding sister parade
facebook	offline library facebook friends miss
dog breath	dog brush continue teeth bought
getting a job	job twenty interview excellent dogs
making a fire	wanted forest wood lit night
socks	buy lose wash end boss
cells	pictures process amusing teacher diagram
interview for job	nervous interviewed questions offered delight
los angeles	amy arrived sights photos friends
lunch rush	mary set food seagulls sad
sewing for fun	good work responsible hattie clothing
pound cake	store supposed forgot furious cake
bad dream	night friend tears dream felt
soccer	soccer nervous good game play
birthday	today birthday knew house friends
to much of a good thing .	house family fruit rot paid
road trip	daniel drive stopped dave decided
becoming homeless	rent eviction began process unsympathetic
wavy hair for a day	hair ideas wet morning waves
the party	ken town decided hand parts
ben gets a dog	played friends dogs dog ben
sorry	entered sign broke pay money
horoscope	delaney aries chose work vacation
wild west shootout	town shoot idea sheriff shootout
cold shower	david needed occupied impatient water
purse	walking front held gun face
donating money .	walking ahead started passed gave
twin surprise	john doctor healthy weight expected
jimmy gets a computer virus	browsing unable click store give
blanket	baby made safe college married
dating online	wife compatible woman interesting dates
choosing	home offered surprise expected choose
new boots	stopped throwing found fit home
eagerness	eager eat rushed patient rude
stolen money	store days mom coat time
husband	car watching disgusted clean car
chinese take out	bored wanted feel decided called
pajamas	ring propose big box disappointed
charlie 's car	car driving fast badly charlie
the car	morning traffic person slammed injured
bank trip	jar bank tripped shattered lot
wreck	school felt hit called class
watching a movie .	movie machine remote turned blanket
tokyo trip	japan wanted money tokyo minute
life changes	week start work moved friend
mona goes to market	mona warm picks puts driving
stomach ache	restaurant days hospital mom laxative
father 's day	father day planned park father
wrong impression	friend lady room needed ground
lost phone	car inside leaving remember put
the baby	bob cry time soothe baby
acting on impulse	driving call broke infuriated speakers
john 's foot fungus	decided doctor doctor foot happily
tim does yoga	tim recently yoga exercises anger
plate in the refrigerator	asleep refrigerator food couch company
the cigarette lie .	teenager night smoke ashes floor
selfish	people school years sally valentine
it 's too hot !	jon house sweating complained drop
the surprise	waking normal doctor results pregnant
jason takes a trip	wanted afraid things mexico happy
upgrade	atlanta delayed unhappy upgrade class
trip to times square	broadway store large candy ride
kittens	birthday marie kitten love females
harry potter marathon	marathon decided couch happy wanted
golden ticket	mine california discovered happy greg
story time	toddler dad hips nervous toddler
fakr	elderly dealing day demanding coffee
the solo	trombone enter decided picked weeks
truly broke	pay hannah offered convince fought
fly on the pavement	red car hour speeding pulled
ronda 's big loss	ronda considered fight crushed reality
heater	bob repair expensive heater gift
valentine 's trouble	valentine day buy work rushing
nasty attitude	wanted looked car word talking
max 's fire	build matches looked searching lighter
coffee switch	husband marge coffee town sleep
nye in nyc	friend eve subway people stayed
fuzz in tea	caterpillar figure laptop landed falling
cold food	judy cold left restaurant paying
the biggest cookie sales .	jackie hoped sell counter sales
scary walk	day noise turned person woods
mistaken in the dark	lights reading snuggled room stranger
scary cemetery	ash drove climbed suddenly jumped
serving time	jack brother made jack jack
help a friend	lana problem friend hours hung
proud father	wife holding hospital grin nurses
the flu	flu emotionally decided office mike
maid service	wanted decided man genders expressed
alarm	8am sets woke late work
poppyseeds	big allergic mom thought option
sleeping	sleep weekend dumb monday boring
power outage	kitchen dark back room room
too many bags .	stroller checking bags leave asked
hitting the ball	allen club ball hitting player
bball	outs team basketball team sam
big show	band midnight lost spent morning
smoky barbecue	cleaning burn minutes neighbors put
heavy breakfast	tom breakfast reluctant bagels cheese
bad crash	car speed accelerated mad drove
cat breaks xbox	xbox playing sudden shattered brand
online shopping	kayla enjoy purchase holidays online
the paint gift .	girlfriend interested found christmas gift
the birthday party	birthday perform months begged parents
the accident	jay car balance front swerve
beth 's bad day	late work home wanted flowers
the lecture	students tips photo phone camera
rat trap	rat wanted store heard caught
greg	lived life florida job friends
in the lines	color lines stayed proud picture
daring escape	jail policeman fast chased jim
beatbox champion	champion skills work contest thom
run into him	gina leaving doorknob effort doorway
the wrong direction	felt effort recognition started praises
making steak at home	home overcome decided windows finally
the beach	family spot denver beach water
aardvark	zoo aardvark thought feeding return
cruise time	family thought early wrong disappointed
hermit crab scare	beach water nap screamed woke
thomas rips his credit card	wallet transfer handling phone mail
bad break	window wondered picked hard weight
barstool	wanted worth decided make shape
gunman jack	jack knew safety day trick
the hot mug .	julian microwave hot grabbed retrieve
healthy	roger healthily eat wife change
the camp fire	camping clearing ready fire strong
practice	good young drowned week swimmer
diving	show climbed ladder dive patrons
fries	tammy christmas slightly day fryer
on the stairs	dog family watch cat dog
love of my life	marvin dedicate wrote love life
double check	john decided thought left tickets
a rabbit out of the hat	school jan audience magician point
the store	amy pocket pulled store park
the tax surprise .	file nervous waiting hit realized
wrong lane	road changed ended running investigate
fries spill	mcdonalds arrived fries home contemplated
mom 's cooking	recipe live cooking food good
toy bunny	billy slept toted day invited
body dysmorphia	conscious totally psychologist told put
wrong place	firewood match touched shirt flames
christmas decorating	decorate day tree put high
the free chips .	restaurant menu needed ton pass
business	friend business told arrived enthusiastic
ken the killer	sickness day years caught police
jasper paints his bedroom	bedroom paint nice blue shade
first trip to disney	allison vacation week trip week
new one	class wanted helping waited students
the article	brenda interviewed day experience experience
crossing the road	work today cross slowly late
susan 's decision	susan weeks notice tough boss
factory field trip	dave factory guide stopped knew
learning to drive .	license driven knew read day
story	anna sick books story told
jean wrecks his bike	jean slippery road bike unharmed
war yeah .	country months raid attacked americans
water for cats	cat sofa darted edge met
skating	school hours weak compete semi
my first date	night blast end kissed sweet
visitor	claire open needed sister bailey
kim 's new puppy	puppy mom responsible house weeks
paint on clothes	lisa grandma paint house shirt
winter in the freezer	number times friends spring remember
life changing car accident	sitting car avoiding accident victims
liquor comes back up	gina banging opened mom mess
joe	family wife train visit contact
a birthday gift	waterpark friend sad presents birthday
playground fight	accident wash kick ended fight
opportunity lost	hometown friend putting googled find
the rope	kim bike skates rope faster
stay with the group	sam zoo stay lost listen
bad news	liza checked returned friend lawyer
mean	abe people asked nicer acting
bad grades	school studies taking decided proud
self conscious	hair looked ran late mirror
johnny buys a backpack	johnny backpack buy misses finds
bug infestation	busy working room attracted bugs
trip to florida	florida stay decided wait i
not for sale	house sale window lot lot
phillip 's hike mystery	feel hike put car trail
to the store .	milk store walk pleasant hour
clogged garbage disposal	dale scrubbed flipping disposal working
the new oven	oven examined chose home bought
orphan	orphan wanted set home part
hockey game	week spent win inspired team
prom	katie headed spent prom princess
john fertilizes his plant	john starting plant fertilizer week
phillip the soldier	soldier exercise succeed recruiter station
the bowling match	win needed chances gutter won
tiles	counting count started concentration rest
spinach pizza is good for you	young year food restaurant spinach
simpleton	simpleton left morning lost ended
police station rescue	jane dog days desperation imagine
fight	day hall girl angry challenged
the friends	job free months roger hard
jim opens a taco truck	open truck fit street jim
ear piercing	yesterday thought thankfully hurt negligible
discovery	jungle looked log luck ants
fall leaves	smell nostrils leaf opposite park
glen 's breakup	glen breakup anymore home cry
vase	friend thought sound vases confused
killer	find street sight alive car
hit me	gina fight hit pushed sister
drawing	doodles people started draw money
martha gets new glasses	rock face martha glasses wear
books	librarian taking library belongings laid
boot camp	meps bus chicago rdc bootcamp
baseball cards	son found untouched marge show
reading on the couch	reading crib irritated suddenly mother
cheat	husband noticed shower texting confronted
turkey day	thanksgiving feast cooking shared food
trying something new	claire stacey ordering decided thought
brothers	todd stuck decided make began
good deed	road hurry crying tire jim
gun	anthony dad military sniper sniper
eye chart	renew license worried read turn
stray cat	allan cat stick day cat
beatrice join the marines	life step excited country heroism
pluto	pluto anymore light pictures happy
champion	rick wanted technique champ resting
incognito mode	honeymoon list change enabling feature
the paper	homework fact due paper write
city	jessica museums met lot hours
amazon mechanical turk	zach money online amazon listen
kylie	kylie month meeting weighed stepped
burritos	make decided beans scratch terrible
star light ... star bright	task managed locate report night
metal detector	beach man walked hours locket
sick	flu dog allowed thermometer bring
cable	save bills month lots money
taylor 's audition	taylor girls lines stage part
light bulb	boris grabbed changed lightbulb office
rob has dinner with his wife	wanted cake pizza pizza dinner
hurricane warning	school intercom told minutes warning
chicken dinner	chicken cheese melted smells raw
a new computer	computer bestbuy manager convenience cheaper
not expected	dinner dishes addition bill eat
taking out the trash	zack trash bag dumpster trash
tony 's tea	backyard leaves day tea contract
the costume party	invited costume days party polished
the sculptor	life day wasting reluctantly surprise
being stood up	dance waited dismay stood decided
thanks dog	sit ate mom slid broccoli
amy 's eye 's	trouble optometrist problem made contacts
fifa	amazing friends match tough carter
flag life	flag cloth ship hoisted back
jim 's lan party	play friends computers gamed days
spider fright !	james cleaning spider ran mother
diggers	machines watch jack pictures obsessed
ferris wheel fears	tim wanted afraid time hold
marathon	marathon sneakers running faster proud
yacht time	girls island yacht amazed gorgeous
motorcycle	motorcycle dealership browsed filled home
coronary thrombosis	doctor proclaimed enter thrombosis ed
scottie	seeking counselor helpful struggles relapses
good call	friend house boy asked buy
oral hygiene	teeth flossing day exam pass
black friday	husband waited died needed badly
tim learns to share	tim year apples selfish share
bad teeth	teeth brushing time yellow decided
laura gets contacts	glasses wearing mother confident laura
the new baby	francine baby excited change attention
blue screen of death	computer seconds call support computer
christmas	buy work crowds make relax
a car ride ends in disaster	abby suitcases packed car reliable
sickness	madyx throw vomited smell stomach
hot dogs	day threw minute barking i
help	problem quit lacked check finally
no safety	dan ball ran linebacker arm
full disclosure	work employer illness told clara
expert advice	actresses thought energetic tone told
melted ice cream	cool robbins ordered car ride
doctor visit	doctor nervous back control healthy
hitting the weight goal	weight big baggy helped bought
sore knee	running hurt felt home rest
cutting the grass	day grass shoes decided put
tutoring	hunter helped figure teacher embarrassed
racial profiling	belt leave purse outraged store
rookie mistakes	food bring knee landed ground
lola	buy afford freezer gallon sprinkles
racing	car buick friend howie howie
john 's tenth birthday	john finally month excited mom
sam 's prom	wanted heard opportunity fortunate sam
the perfect toy .	toddler office toys toy son
studying for an exam	exam cluttered focus drive hope
volleyball match	ball serve approach front hit
salsa too mild	salsa spicy chips mild sad
dexterity	sidewalk cried back collect carefully
dairy queen	friend ate burger fries shake
cable	anna made set check love
the best barbecue	barbecue worried made drinks glad
a good cop	henry knew crying husband cheer
dead friend	jon friend happy put smile
family tradition	vince joined father applied joining
kyle goes camping	afraid camping fears face loved
wedding day	beautiful big aisle smiled wife
new speakers	needed bestbuy pursued finally loved
lost coming home .	kacie bus lost age girl
airplane	fly insisted tree husband son
depression	valerie friend started work ended
the proposal	diane wanted found dessert diane
the bad field trip	sean wanted sudden bats explore
fitness	danny obese day shape fit
laughter	wife son walked jumped laughed
wedding	marry wedding ready married dancing
getting a skateboard .	jim borrow skateboard found looked
summer anticipation	heard kids waited finally truck
tree cat	trey floor windows cat ignore
the fashion show	model attend modeling train mortified
dog clothes	sweater time put minutes find
everyone is better	gina sister play game good
the melt	side bird shift shifted slide
worst experience	bacon chicken wrapped decided share
dress	prom dress store dresses found
libby finds a new job	job decides experience problem week
full moon	sandy week bright crackers back
dot net generation	lakshmi takes obtain skills success
ukrainian bus	bus talking understand offering gum
the smelly mud .	rachel shoreline ended badly hike
tracy 's necklace	mother solve plumber grateful thanked
hurt tail	hike takes apollo hiked exhausted
rescue	swimming cousin year water story
dance classes	wanted father amazed support justin
ellen 's new jacket	wanted starts expensive finally discovers
drug use	november reception restroom coke left
pepper spray	evening gun drew demanded register
home invasion	turn gun shot times murderer
reading	read knew obligations fast finished
food	college eat city restaurant found
summer money	neighbor lawns lawn dollars knew
voice in the attic	martha box heard called granddaughter
the watchmaker	watch gears fine tuned sold
last tape roll	jeff left tape noticed paper
hot chocolate	otto give made loved marshmallows
color blind	peers vision sue color sue
myra tries sushi	foods refused ate delicious happy
innocent	gina borrowed apologize needed upset
tooth fairy	diana sleep pillow night dollar
hit it !	computer signed looked found frogs
driving	morning drivers car began way
scale	morning eating apple dinner lost
new mattress	needed headed call mattresses snoring
bumper bowling	eddie gutter saturday hit finally
making his dad proud	jim dad family rotc advanced
sleepover party	allie party made dinner time
shovelling	night snow work shovel driveway
shopping	karen wanted end long put
annoying guy	person achievements put gradually friends
satellites	telescope moon hunt visibly crashing
frisbee	puppy played backyard game understand
brian and his dog	brian grass bee mouth mouth
rear brakes	driving car mechanic day car
the car	car face earth jackson jackson
deciding on dinner	evening hungry dinner decide makes
a good deed	noticed stopped change changed bucks
window shopping	ball ran display decided items
rain clouds	decided day raining ended day
the wasp	standing sudden swatted friend wasp
money	wallet ten decided contact return
money talks	write college names book furious
henry 's house	dreamed money finally small rest
oh norge !	eli song cross sounded albums
frank 's job	asked business frank give cashier
comb-over	comb hide solution hair found
a piece of italy .	family traveled visit stay home
halloween night	halloween houses person scared standing
favorite time of day	stay prefer bible quiet sit
breast pain	sara painful feed weeks year
the cat posters .	tyson missing friends working looked
mbe	minneapolis july august list director
photos	jay camera left photos photography
oil	scrambled find end found end
glowing eyes	fred pair slowed stop deer
sitting gracefully	ted started step sit patted
tennis	brother easily rio beating long
sweatpants	harold pants unbuttoned closet put
sandwich time	lunch request problems installed lunch
broken equipment	bookstore punch breaking addition finger
love story	molly vacation running airport missed
the radio show .	ashlee record idea brainstormed decided
the knocked over tree .	movie loud point fallen wall
drink at home	night fast leaving home glass
carelessness	freezing result heater cozy arms
maria hugs a lion	finally pet clawed waited line
running in the rain .	sean work pour decided ran
an argument .	damen noticed read comment argument
the race	win weeks school eventually won
nancy likes bob	boyfriend interested talked date couple
a parasite	june suddenly bent tick decided
professor	assignment extension skip time exhausted
darcy	cat jumped hissed house panic
